지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),최고기온 나타난날(yyyymmdd),최저기온 나타난날(yyyymmdd)
285,합천,2008-04,13.6,21.2,6.1,29.3,1.3,20080430,20080401
285,합천,2008-05,18.1,26,10.7,33.2,4.6,20080526,20080511
285,합천,2008-06,20.5,26,15.6,34.1,9.6,20080613,20080612
285,합천,2008-07,27.2,32.6,23,35.9,19.5,20080710,20080702
285,합천,2008-08,25,30.8,20.3,34.4,15,20080810,20080827
285,합천,2008-09,21.9,28.5,16.6,33.6,4.6,20080913,20080927
285,합천,2008-10,15.7,24.3,9.2,29.4,3.2,20081018,20081028
285,합천,2008-11,7.5,15.4,1.6,23,-8.1,20081106,20081120
285,합천,2008-12,1.2,9.6,-5.2,18.1,-11.1,20081210,20081207
285,합천,2009-01,-1.4,7,-8,11.2,-14.7,20090131,20090115
285,합천,2009-02,4.7,12.4,-1.6,18.4,-8.1,20090213,20090221
285,합천,2009-03,8.1,15.1,1.1,25.8,-4.9,20090319,20090315
285,합천,2009-04,14.2,22.2,6.3,30.3,-1.9,20090418,20090402
285,합천,2009-05,19.2,27.7,11.4,34,6,20090509,20090501
285,합천,2009-06,23,29.5,17.4,34.9,8.5,20090624,20090601
285,합천,2009-07,24.2,29.1,20.8,34,17.9,20090720,20090707
285,합천,2009-08,24.9,30.1,20.6,35.8,15.3,20090822,20090824
285,합천,2009-09,21.8,28.5,16.4,34.2,11.1,20090906,20090920
285,합천,2009-10,15.1,24,8.2,28.8,3.7,20091001,20091022
285,합천,2009-11,8.1,14.8,2.9,25,-6,20091107,20091122
285,합천,2009-12,1.3,8.3,-4.1,17.3,-11.2,20091211,20091229
285,합천,2010-01,-1.2,6.7,-7.5,13.7,-13.2,20100119,20100114
285,합천,2010-02,2.9,9.4,-2.5,20,-10.7,20100223,20100203
285,합천,2010-03,6.4,11.7,1.3,23.6,-4.9,20100320,20100319
285,합천,2010-04,10.6,17.2,4.4,26.8,-1.1,20100420,20100404
285,합천,2010-05,18.3,25.5,11.3,32.7,1.7,20100521,20100501
285,합천,2010-06,23.5,30.5,17.3,35.5,7.7,20100622,20100601
285,합천,2010-07,26,30.9,22.5,35.2,19.9,20100723,20100707
285,합천,2010-08,27.6,33,24.2,36.5,21.9,20100821,20100809
285,합천,2010-09,22.5,28.9,18,34.6,8.3,20100904,20100929
285,합천,2010-10,14.9,22.3,9.4,27.7,-1.6,20101010,20101027
285,합천,2010-11,6.5,15.8,-.3,20.6,-5.4,20101107,20101127
285,합천,2010-12,.9,8.3,-5,17,-11.2,20101201,20101225
285,합천,2011-01,-3.9,3.8,-10.5,7.1,-16.4,20110108,20110116
285,합천,2011-02,2.2,10.3,-4.3,21.3,-10.8,20110224,20110213
285,합천,2011-03,5.6,13.4,-1.8,22.9,-6.3,20110331,20110303
285,합천,2011-04,12.8,20.4,5,29.2,-1.7,20110415,20110405
285,합천,2011-05,18,24.5,11.8,28.6,6.5,20110508,20110504
285,합천,2011-06,23.6,30.1,18.3,34.5,13.8,20110621,20110606
285,합천,2011-07,26.1,31,22.4,34.9,17.7,20110720,20110705
285,합천,2011-08,25.8,30.2,22.5,35.4,17.9,20110804,20110821
285,합천,2011-09,22,28.2,17.1,35.1,8.3,20110901,20110927
285,합천,2011-10,14,21.8,7.9,27.7,-.1,20111010,20111026
285,합천,2011-11,10.9,16.9,6.5,25.8,-3.7,20111103,20111125
285,합천,2011-12,.9,7.9,-4.6,14.1,-11,20111214,20111223
285,합천,2012-01,-.5,6.2,-6.1,10.3,-13.1,20120120,20120112
285,합천,2012-02,0,6.7,-5.8,16.2,-13.9,20120223,20120203
285,합천,2012-03,6.8,13,.8,21.6,-6.7,20120328,20120313
285,합천,2012-04,13.8,21,6.4,29.8,-1.5,20120424,20120407
285,합천,2012-05,19.2,26.6,12.6,31.9,7.4,20120527,20120518
285,합천,2012-06,22.4,28,17.7,31.7,15.3,20120622,20120604
285,합천,2012-07,26.8,31.8,22.7,37.4,19.2,20120731,20120702
285,합천,2012-08,26.9,32.2,22.9,36.3,19.9,20120804,20120831
285,합천,2012-09,20.5,26.5,16.1,30.8,8.4,20120902,20120930
285,합천,2012-10,13.8,22.6,7.1,26.6,2.2,20121004,20121031
285,합천,2012-11,6.6,13.5,.9,18,-5.2,20121109,20121125
285,합천,2012-12,-1,4.7,-5.6,12.2,-12.1,20121216,20121224
285,합천,2013-01,-1.7,5.5,-7.4,12.7,-14.9,20130131,20130104
285,합천,2013-02,1.4,8.2,-4.4,18.5,-11.5,20130228,20130208
285,합천,2013-03,8.5,17.3,0,24.7,-6.5,20130309,20130303
285,합천,2013-04,11.2,18.7,3.8,26.5,-1.9,20130416,20130408
285,합천,2013-05,18.8,26.7,11.3,34.5,5.4,20130524,20130503
285,합천,2013-06,23,28.8,18.2,32.6,12.5,20130616,20130603
285,합천,2013-07,26.7,31.4,22.8,34.5,19.7,20130719,20130727
285,합천,2013-08,27.4,33.8,22.9,37.3,19.1,20130810,20130826
285,합천,2013-09,21,27.4,16.4,31.6,8.8,20130913,20130927
285,합천,2013-10,15,22.3,9.7,27.2,1.8,20131007,20131026
285,합천,2013-11,6.7,14,1.1,21.6,-4.6,20131101,20131130
285,합천,2013-12,1.3,8.3,-4.4,13.3,-9.5,20131205,20131229
285,합천,2014-01,-.2,8.4,-6.9,14.7,-11.7,20140130,20140114
285,합천,2014-02,3,10,-3,24.4,-9.3,20140202,20140205
285,합천,2014-03,8,14.9,1.4,24.1,-7.5,20140328,20140310
285,합천,2014-04,13.5,21.5,6.3,28.4,-.8,20140416,20140405
285,합천,2014-05,18.7,27,10.8,35.2,2.6,20140531,20140506
285,합천,2014-06,22.1,27.9,17.3,32.5,14.7,20140627,20140607
285,합천,2014-07,25,30.4,20.9,35.5,16.8,20140731,20140727
285,합천,2014-08,23.7,28.1,20.5,34.3,15,20140805,20140831
285,합천,2014-09,20.7,27,16,32,11,20140908,20140921
285,합천,2014-10,14.3,21.8,8.6,26.3,2.3,20141010,20141017
285,합천,2014-11,8.1,15.6,2.6,20.2,-4.1,20141106,20141119
285,합천,2014-12,-.1,6.4,-5.3,12.6,-9.5,20141230,20141219
285,합천,2015-01,.4,7.1,-5.3,12.4,-11.5,20150126,20150103
285,합천,2015-02,1.9,8.8,-3.8,14.1,-11.5,20150222,20150209
285,합천,2015-03,7.3,15.2,-.2,24.2,-6.8,20150317,20150305
285,합천,2015-04,13,19.7,6.9,30.6,.5,20150426,20150417
285,합천,2015-05,19.1,26.8,11.6,34.3,3.8,20150526,20150505
285,합천,2015-06,21.7,27.5,16.6,33.2,10.7,20150612,20150604
285,합천,2015-07,24.6,29.8,20.5,37.3,14.3,20150730,20150702
285,합천,2015-08,25.1,31.3,20.6,37.2,17.1,20150809,20150827
285,합천,2015-09,19.9,26.6,14.9,30.3,10.7,20150904,20150915
285,합천,2015-10,14.3,23.1,8,27.2,-1.6,20151018,20151031
285,합천,2015-11,10.3,15.4,6.4,23.3,-1.1,20151105,20151127
285,합천,2015-12,3.3,9.6,-1.7,14.1,-8.8,20151208,20151229
285,합천,2016-01,-1.1,5.5,-6.3,14.3,-14,20160103,20160125
285,합천,2016-02,2,9.2,-3.9,16,-9.6,20160214,20160203
285,합천,2016-03,7.9,15.3,1.5,23.8,-8.7,20160330,20160301
285,합천,2016-04,14.3,21.6,8,28.2,3.3,20160422,20160401
285,합천,2016-05,18.9,26.8,11.4,33.7,4.8,20160530,20160517
285,합천,2016-06,22.6,28.5,17.6,33.5,9.8,20160617,20160602
285,합천,2016-07,26.2,31.6,22.1,36.5,19,20160731,20160718
285,합천,2016-08,27.1,33.9,22.1,39.2,15.2,20160813,20160829
285,합천,2016-09,21.4,26.1,18.1,31.2,12,20160901,20160921
285,합천,2016-10,15.8,21.3,12,28.1,3.7,20161004,20161031
285,합천,2016-11,7.5,14.7,2,21,-4.3,20161105,20161126
285,합천,2016-12,2.4,9.5,-3.2,17.5,-8.3,20161222,20161230
285,합천,2017-01,.3,7.7,-5.8,13.8,-12.4,20170102,20170115
285,합천,2017-02,2.4,9.9,-4.8,16,-9.8,20170216,20170202
285,합천,2017-03,6.9,14.3,0,20.5,-6,20170330,20170308
285,합천,2017-04,14.6,22.1,7.1,30.5,.5,20170430,20170403
285,합천,2017-05,19.4,27.6,11.2,35.9,6.6,20170529,20170502
285,합천,2017-06,22.9,30.6,16,36.5,10.6,20170618,20170604
285,합천,2017-07,27.1,32.7,22.8,37.2,17.6,20170721,20170727
285,합천,2017-08,25.9,32,21.3,38.4,13.3,20170805,20170831
285,합천,2017-09,20.3,27.2,14.6,30.6,7.2,20170912,20170930
285,합천,2017-10,15.4,22,10.6,29.5,-1.6,20171010,20171031
285,합천,2017-11,6.5,15.4,-.4,22.5,-5.5,20171108,20171119
285,합천,2017-12,-.3,7.2,-6.5,13.9,-13,20171203,20171214
285,합천,2018-01,-1.6,5.4,-7.2,13.6,-14.4,20180115,20180127
285,합천,2018-02,.4,8.3,-6.7,16.9,-15.2,20180227,20180207
285,합천,2018-03,8.5,16.4,1.3,26.1,-5.1,20180328,20180302
285,합천,2018-04,14.1,21.5,6.8,31.3,-1.9,20180420,20180408
285,합천,2018-05,18.8,25.2,12.5,32.2,6,20180515,20180505
285,합천,2018-06,22.9,29.4,17,36.6,12.3,20180624,20180601
285,합천,2018-07,27.6,33.4,22.6,39.5,17.1,20180726,20180708
285,합천,2018-08,27.3,33.6,22.2,38.6,15.7,20180801,20180818
285,합천,2018-09,20.3,26,15.7,31.6,9.2,20180904,20180927
285,합천,2018-10,12.7,20.5,6.7,27.3,1,20181007,20181031
285,합천,2018-11,7.2,15.7,1.3,21.8,-4.2,20181104,20181123
285,합천,2018-12,1.4,8.3,-4.2,17.7,-11.5,20181204,20181231
285,합천,2019-01,.3,8.8,-6,14.2,-10.7,20190130,20190127
285,합천,2019-02,3.1,10.5,-3.1,16.6,-7.9,20190225,20190212
285,합천,2019-03,8.3,16,1,23,-4.8,20190327,20190314
285,합천,2019-04,12.9,19.9,6,27.6,-3.6,20190422,20190401
285,합천,2019-05,19.1,27.7,10.7,33.3,4.8,20190524,20190508
285,합천,2019-06,22.3,29,16.6,35.7,11,20190605,20190601
285,합천,2019-07,25,30.1,20.8,34.8,17,20190731,20190708
285,합천,2019-08,26.4,32.2,21.7,36.6,15.7,20190805,20190831
285,합천,2019-09,21.6,27.4,17.7,32.4,11.4,20190911,20190925
285,합천,2019-10,15.5,22.4,10.3,28.8,1.8,20191004,20191028
285,합천,2019-11,8.6,16.7,2.6,23.8,-4.3,20191101,20191121
285,합천,2019-12,2.7,9.8,-2.7,16.6,-9.6,20191211,20191207
285,합천,2020-01,2.6,9.1,-2.1,17.1,-9.2,20200107,20200101
285,합천,2020-02,4.3,11.3,-1.5,19.1,-9.3,20200214,20200206
285,합천,2020-03,8.8,16,1.7,23.3,-4.8,20200322,20200306
285,합천,2020-04,11.8,19.2,3.8,25.7,-1.2,20200429,20200405
285,합천,2020-05,18.6,24.9,12.6,28.8,5.3,20200504,20200508
285,합천,2020-06,23.5,29.8,18,35.1,12.2,20200610,20200602
285,합천,2020-07,22.7,26.5,19.8,31.6,16.7,20200707,20200702
285,합천,2020-08,27,31.7,23.5,35.6,21.9,20200819,20200820
285,합천,2020-09,20.1,25.4,16,29.6,10.3,20200904,20200929
285,합천,2020-10,13.8,21.4,7.9,25.8,2.1,20201003,20201025
285,합천,2020-11,8.4,16,2.3,23.5,-4.1,20201107,20201130
285,합천,2020-12,.7,8.4,-5.1,12.9,-10.6,20201211,20201217
285,합천,2021-01,.1,7.1,-5.8,17.7,-16.6,20210115,20210108
285,합천,2021-02,4.3,12.1,-2.4,24.2,-9,20210221,20210218
285,합천,2021-03,9.7,16.4,3.4,24.3,-2.9,20210326,20210303
285,합천,2021-04,14,21.2,6.8,28.7,.9,20210421,20210415
285,합천,2021-05,17.7,24.1,11.7,29.9,3.6,20210514,20210506
285,합천,2021-06,22.5,28,17.7,32.4,11.7,20210608,20210605
285,합천,2021-07,25.9,31.5,21.7,35.7,18.4,20210731,20210701
285,합천,2021-08,25,30.3,21.4,36.6,19.3,20210806,20210827
285,합천,2021-09,21.3,26.1,17.7,30.2,13.8,20210911,20210924
285,합천,2021-10,15.4,22.6,10.3,30.9,.5,20211005,20211018
285,합천,2021-11,8.1,16,2.4,21.8,-4.2,20211101,20211128
285,합천,2021-12,2.4,9.7,-3.5,15.6,-11,20211210,20211227
285,합천,2022-01,.1,7.9,-6,13,-10.9,20220123,20220119
285,합천,2022-02,1.2,8.3,-5.4,16.2,-10.6,20220228,20220218
285,합천,2022-03,9.2,16.3,2,23.1,-5.6,20220312,20220306
285,합천,2022-04,14.9,22.5,7.5,30.3,1.2,20220424,20220403
285,합천,2022-05,19.5,27.2,11.4,32.6,4.5,20220524,20220503
285,합천,2022-06,23.3,29,18.5,34.7,13.2,20220622,20220602
285,합천,2022-07,26.7,32.1,22.4,35,18.7,20220710,20220716
285,합천,2022-08,25.6,30.1,22.1,35.4,13.4,20220806,20220828
285,합천,2022-09,21,26.8,16.5,32.2,9.3,20220917,20220924
285,합천,2022-10,14.2,21.8,8.2,29.7,.5,20221001,20221019
285,합천,2022-11,9.4,17.8,3.1,22.8,-2.2,20221112,20221105
285,합천,2022-12,-.3,6.5,-5.7,13,-12,20221203,20221219
288,밀양,2002-01,2.3,8.4,-3.1,17.2,-11.3,20020115,20020103
288,밀양,2002-02,3.4,11.7,-3.5,16.5,-8.5,20020228,20020212
288,밀양,2002-03,9,16.3,1.9,22,-4.4,20020331,20020308
288,밀양,2002-04,14.1,20.8,7.2,27.5,.5,20020421,20020404
288,밀양,2002-05,17.3,23.6,11.5,29.8,6.5,20020525,20020511
288,밀양,2002-06,21.9,28.3,15.8,33.7,10.1,20020607,20020626
288,밀양,2002-07,24.9,29.3,21.4,34.4,19.2,20020729,20020707
288,밀양,2002-08,24.3,28.4,20.8,34.9,15,20020801,20020821
288,밀양,2002-09,20.2,26.4,15,33,10.1,20020903,20020924
288,밀양,2002-10,13.1,20.5,7.3,27.1,-2.4,20021004,20021029
288,밀양,2002-11,5.4,12.7,-1.2,21.2,-5.9,20021111,20021128
288,밀양,2002-12,3.6,9.8,-1.6,16.3,-8.6,20021204,20021228
288,밀양,2003-01,-.5,6.4,-6.1,13.1,-12.1,20030113,20030106
288,밀양,2003-02,3.7,10,-1.9,14.6,-6.5,20030226,20030213
288,밀양,2003-03,7.3,13.4,1.7,20.8,-3,20030326,20030311
288,밀양,2003-04,13.4,19.7,7.8,26.8,1.7,20030428,20030410
288,밀양,2003-05,17.9,24.5,12,28.8,4.5,20030523,20030509
288,밀양,2003-06,21.8,27.3,17.3,31.8,12,20030605,20030603
288,밀양,2003-07,22.7,26.6,19.6,32.3,15.7,20030723,20030717
288,밀양,2003-08,24.7,29.6,21,35.4,17.8,20030804,20030814
288,밀양,2003-09,21.8,27.4,17.5,32.1,10,20030904,20030923
288,밀양,2003-10,14,21.7,7.2,28,.5,20031011,20031029
288,밀양,2003-11,10.9,16.9,5.6,24.2,-4.4,20031102,20031123
288,밀양,2003-12,2.2,10,-3.8,15.6,-9.1,20031224,20031221
288,밀양,2004-01,-.5,7.3,-7.1,13,-14.8,20040131,20040122
288,밀양,2004-02,4.2,12.4,-3.5,20.3,-11,20040219,20040208
288,밀양,2004-03,8.2,15.9,.8,24.1,-7,20040330,20040304
288,밀양,2004-04,14.5,23.1,6.1,30.6,0,20040421,20040405
288,밀양,2004-05,18.9,25.1,13,34.2,7.5,20040529,20040522
288,밀양,2004-06,23,29.6,17.1,34,11.8,20040605,20040613
288,밀양,2004-07,27.3,32.7,22.9,38.5,20,20040730,20040701
288,밀양,2004-08,26.1,31.6,21.9,37.2,17.6,20040802,20040822
288,밀양,2004-09,22.3,28.3,17.6,32.4,11.8,20040904,20040930
288,밀양,2004-10,15.6,23.6,8.9,28.1,2.5,20041001,20041015
288,밀양,2004-11,9.6,18.7,2.9,24.7,-2.7,20041109,20041130
288,밀양,2004-12,4.1,12.2,-2.2,18.7,-7.8,20041203,20041230
288,밀양,2005-01,.1,7.2,-5.9,12.8,-11,20050103,20050110
288,밀양,2005-02,1.6,7.8,-4.1,13.3,-9.8,20050208,20050202
288,밀양,2005-03,6.5,13.9,-.7,22.5,-7.4,20050328,20050301
288,밀양,2005-04,14.4,22.8,6.2,29.1,-1.1,20050429,20050404
288,밀양,2005-05,18.2,26.4,10.8,31.3,5.5,20050504,20050510
288,밀양,2005-06,23.3,29.6,18.1,35.2,12.6,20050624,20050606
288,밀양,2005-07,25.3,30.5,21.1,36.2,17.7,20050722,20050711
288,밀양,2005-08,25.5,31,21.2,35.5,16.7,20050816,20050827
288,밀양,2005-09,22.5,27.7,18.3,35.2,11.6,20050902,20050929
288,밀양,2005-10,14.6,22.3,8.5,27.7,.8,20051003,20051023
288,밀양,2005-11,7.8,16.9,.9,25.6,-5.8,20051104,20051120
288,밀양,2005-12,-1.5,6.2,-7.7,14.3,-14.5,20051201,20051218
288,밀양,2006-01,1.2,8.2,-4.7,12.6,-11.1,20060129,20060108
288,밀양,2006-02,2.2,9.3,-4,17.3,-12.8,20060214,20060204
288,밀양,2006-03,6.6,14.8,-1,20.7,-7,20060325,20060304
288,밀양,2006-04,12,18.7,5.4,26.1,.3,20060430,20060417
288,밀양,2006-05,17.4,24.3,11.5,31.2,4.6,20060531,20060503
288,밀양,2006-06,21.9,28.5,16.5,33.4,13.8,20060619,20060610
288,밀양,2006-07,23.3,27.7,20.1,35,16.2,20060731,20060706
288,밀양,2006-08,26.5,32.8,22,36.5,19.3,20060809,20060820
288,밀양,2006-09,19.5,25.9,14.3,31.2,9.6,20060904,20060925
288,밀양,2006-10,16.8,24.9,10.5,28.2,5.5,20061020,20061028
288,밀양,2006-11,8.4,15.8,1.8,22.5,-3.7,20061109,20061117
288,밀양,2006-12,1.7,9.5,-4,17.1,-11,20061226,20061229
288,밀양,2007-01,1,9.1,-5.2,14.5,-10.6,20070102,20070114
288,밀양,2007-02,4.2,12.4,-3,17.7,-11.1,20070227,20070203
288,밀양,2007-03,7.4,14.3,.7,21.2,-6.9,20070328,20070307
288,밀양,2007-04,12,19.8,4.3,28,-1.7,20070429,20070404
288,밀양,2007-05,17.9,25.8,10.7,33,5.4,20070508,20070503
288,밀양,2007-06,21.5,27.8,16.1,32.5,12.1,20070629,20070610
288,밀양,2007-07,23.6,28.6,19.5,36.5,17,20070727,20070716
288,밀양,2007-08,26.5,32,22.5,36,19,20070825,20070806
288,밀양,2007-09,22.7,27.1,19.3,33,14.8,20070920,20070926
288,밀양,2007-10,16.3,23.5,10.5,27.5,3,20071002,20071020
288,밀양,2007-11,7.7,16.6,.9,22,-6.3,20071108,20071119
288,밀양,2007-12,3.6,9.9,-1.8,17.2,-6.1,20071226,20071220
288,밀양,2008-01,1.5,7.8,-3.6,13.3,-9.6,20080110,20080117
288,밀양,2008-02,.8,8.9,-6.6,14.9,-10.5,20080229,20080218
288,밀양,2008-03,7.7,15.9,.4,21.3,-5.3,20080311,20080308
288,밀양,2008-04,13.2,20.9,5.7,28.4,-.8,20080430,20080401
288,밀양,2008-05,17.8,25.3,10.8,31.9,3.6,20080503,20080512
288,밀양,2008-06,20.8,26.1,16.1,32.5,11,20080613,20080612
288,밀양,2008-07,27.2,32.5,23.4,36.6,19.2,20080708,20080702
288,밀양,2008-08,25.6,31.8,20.6,35.6,16.2,20080805,20080831
288,밀양,2008-09,22.3,29.5,16.6,34.8,5.3,20080913,20080927
288,밀양,2008-10,16.1,25.1,9.2,29.9,2,20081018,20081028
288,밀양,2008-11,7.9,16,1.6,21.9,-7.9,20081106,20081120
288,밀양,2008-12,2,10.2,-4.5,18.4,-10.6,20081210,20081207
288,밀양,2009-01,0,7.6,-6.2,13.3,-12.4,20090128,20090124
288,밀양,2009-02,6.6,13.3,.4,20.6,-6.5,20090213,20090221
288,밀양,2009-03,8.8,15.3,2,22.2,-4.4,20090319,20090315
288,밀양,2009-04,14.4,22.8,6.6,31.1,-1.7,20090418,20090402
288,밀양,2009-05,19.8,28,12.5,34.3,6.7,20090509,20090501
288,밀양,2009-06,23.3,29.4,18,35.3,11.4,20090624,20090601
288,밀양,2009-07,26,30.6,22.5,34.3,18.7,20090721,20090707
288,밀양,2009-08,26.5,31.6,22.3,38.3,17.2,20090815,20090824
288,밀양,2009-09,22.2,28.4,17.2,33.8,13.3,20090906,20090913
288,밀양,2009-10,15.7,24,8.7,29.3,3.9,20091001,20091021
288,밀양,2009-11,8.5,15.2,3.2,25.3,-5.1,20091107,20091122
288,밀양,2009-12,1.9,8.5,-3.6,17.1,-9.8,20091211,20091229
288,밀양,2010-01,-.4,6.7,-6.5,16.4,-12.2,20100120,20100114
288,밀양,2010-02,3.6,9.4,-1.6,19.3,-8.7,20100224,20100207
288,밀양,2010-03,6.9,11.8,1.9,20.2,-4.6,20100320,20100311
288,밀양,2010-04,10.8,17.1,4.7,24.8,-1,20100420,20100404
288,밀양,2010-05,18,24.8,11.7,31.5,2.5,20100521,20100501
288,밀양,2010-06,23.6,30,18.2,35.6,9.4,20100617,20100601
288,밀양,2010-07,26,30.7,22.5,34.3,19.4,20100723,20100715
288,밀양,2010-08,28.1,33.2,24.4,36.4,22.9,20100802,20100825
288,밀양,2010-09,23,29.2,18.1,35.2,9.1,20100904,20100929
288,밀양,2010-10,15.8,23,9.7,28,-.6,20101002,20101027
288,밀양,2010-11,6.8,15.8,-.5,20,-5.4,20101107,20101127
288,밀양,2010-12,1.4,8.4,-4.9,18,-9.9,20101201,20101226
288,밀양,2011-01,-3.2,3.8,-9.7,8.8,-15.8,20110102,20110116
288,밀양,2011-02,3.1,10.3,-3.1,20.5,-10,20110224,20110201
288,밀양,2011-03,5.9,13.3,-1.7,23.1,-6.2,20110331,20110305
288,밀양,2011-04,12.5,19.8,5.2,27,-1.8,20110415,20110404
288,밀양,2011-05,17.9,24.1,12,29.6,7.1,20110521,20110506
288,밀양,2011-06,23.3,29,18.5,34.3,14.9,20110621,20110602
288,밀양,2011-07,26.4,31.2,22.6,34.9,18.9,20110717,20110705
288,밀양,2011-08,25.9,30.3,22.6,34.7,17.9,20110804,20110822
288,밀양,2011-09,22.4,28.4,17.6,35.9,8.7,20110901,20110922
288,밀양,2011-10,14.8,22.1,8.4,28.3,.1,20111010,20111026
288,밀양,2011-11,11.4,17.4,6.5,25.3,-3.1,20111103,20111122
288,밀양,2011-12,1.5,8,-4.1,13.4,-10,20111214,20111227
288,밀양,2012-01,.3,6.4,-5.3,11.6,-12.3,20120117,20120126
288,밀양,2012-02,.5,6.7,-5.4,14.7,-14,20120223,20120203
288,밀양,2012-03,7.1,13.1,1.2,21.3,-6.4,20120328,20120313
288,밀양,2012-04,13.8,21,6.6,29.4,-.3,20120424,20120404
288,밀양,2012-05,19.2,26.3,12.8,31.6,7.7,20120527,20120512
288,밀양,2012-06,22.6,28,18.1,31.6,15.3,20120605,20120603
288,밀양,2012-07,27,32.1,23,37.5,20,20120731,20120709
288,밀양,2012-08,27.4,32.7,23.3,37.3,19.8,20120805,20120831
288,밀양,2012-09,21.1,27.1,16.2,30.7,9,20120902,20120930
288,밀양,2012-10,14.6,22.8,7.8,26.8,3.2,20121004,20121019
288,밀양,2012-11,7.2,14.2,1,19,-4.7,20121109,20121125
288,밀양,2012-12,-.1,5.6,-5.2,13.3,-10.6,20121216,20121227
288,밀양,2013-01,-.6,5.9,-6.2,13.3,-12.9,20130131,20130104
288,밀양,2013-02,2.2,8.7,-3.8,17.9,-11.5,20130228,20130208
288,밀양,2013-03,8.7,16.9,.8,23.3,-5.1,20130309,20130304
288,밀양,2013-04,11.7,19.1,4.3,23.8,-1.1,20130416,20130412
288,밀양,2013-05,19.1,26.6,12.2,33.8,5.8,20130524,20130503
288,밀양,2013-06,23.7,29.1,19.2,33.4,13.7,20130616,20130603
288,밀양,2013-07,27.5,32.4,23.7,36.1,21.8,20130726,20130701
288,밀양,2013-08,28.2,34.7,23.6,38.4,19.7,20130819,20130826
288,밀양,2013-09,22.4,28.9,17.5,32.3,11.2,20130918,20130927
288,밀양,2013-10,16.8,23.8,10.9,29.8,2.5,20131007,20131028
288,밀양,2013-11,7.5,15.4,1.1,23.3,-5,20131101,20131129
288,밀양,2013-12,2.1,9.4,-4,13.9,-8.9,20131204,20131229
288,밀양,2014-01,1.1,9.3,-5.6,15.6,-10,20140130,20140114
288,밀양,2014-02,4.5,10.6,-1.1,22.2,-7.6,20140202,20140205
288,밀양,2014-03,9,15.8,2.6,24.6,-5,20140318,20140307
288,밀양,2014-04,14.2,22.1,7.3,29,1.5,20140415,20140407
288,밀양,2014-05,19.5,27.6,11.8,35.8,3.9,20140530,20140506
288,밀양,2014-06,22.7,28.6,18.2,33.7,13.6,20140619,20140607
288,밀양,2014-07,25.8,31.3,21.6,37.9,18.5,20140731,20140727
288,밀양,2014-08,24.5,29.2,21.1,35.1,14.9,20140801,20140831
288,밀양,2014-09,21.5,28.1,16.4,31.9,11.1,20140905,20140921
288,밀양,2014-10,15.4,22.5,9.9,27.2,3.3,20141010,20141017
288,밀양,2014-11,9,16.4,3,21.2,-3.9,20141101,20141119
288,밀양,2014-12,.5,7.1,-5,13,-9.4,20141230,20141219
288,밀양,2015-01,1.3,8.1,-4.5,13.4,-11,20150126,20150103
288,밀양,2015-02,2.8,9.8,-3.5,16.1,-9.7,20150222,20150209
288,밀양,2015-03,7.9,15.6,.2,24.1,-5,20150317,20150305
288,밀양,2015-04,13.3,20.2,6.9,29.7,1.8,20150426,20150417
288,밀양,2015-05,19.6,27.3,12.5,35.5,5.7,20150526,20150505
288,밀양,2015-06,22.3,28.1,17.4,33.2,11.6,20150612,20150606
288,밀양,2015-07,25,29.9,21.2,35.2,16.6,20150731,20150702
288,밀양,2015-08,25.8,31.2,21.6,36.6,18.7,20150806,20150826
288,밀양,2015-09,20.8,26.5,16.2,29.9,11.3,20150904,20150915
288,밀양,2015-10,15,23,8.8,26.9,.9,20151018,20151031
288,밀양,2015-11,11.5,16.3,7.2,21.9,-1.3,20151105,20151128
288,밀양,2015-12,5,10.9,-.2,15.3,-6.5,20151208,20151229
288,밀양,2016-01,.3,6.6,-5.1,14.3,-12,20160104,20160125
288,밀양,2016-02,3.5,10,-2.4,17.5,-6.6,20160213,20160208
288,밀양,2016-03,8.9,15.4,2.8,23.3,-6.4,20160330,20160301
288,밀양,2016-04,14.8,21.7,8.8,27.7,3.6,20160426,20160412
288,밀양,2016-05,19.6,27,12.4,32.9,6.9,20160530,20160517
288,밀양,2016-06,23.4,28.5,18.9,32.7,12.8,20160617,20160602
288,밀양,2016-07,26.9,31.9,23,36,20.6,20160730,20160721
288,밀양,2016-08,27.5,33.9,22.9,37.8,14.9,20160813,20160830
288,밀양,2016-09,22.3,26.8,18.6,31.3,12.3,20160901,20160921
288,밀양,2016-10,16.8,22.1,12.7,30,4.6,20161003,20161030
288,밀양,2016-11,8.6,15.3,2.9,21,-3.6,20161105,20161126
288,밀양,2016-12,3.9,10.7,-1.8,19.6,-7.2,20161222,20161216
288,밀양,2017-01,1,8.2,-5.1,14.3,-11.4,20170102,20170115
288,밀양,2017-02,3.3,10.3,-3.7,16.4,-8.3,20170216,20170212
288,밀양,2017-03,7.5,14.7,.6,21.1,-5.8,20170330,20170308
288,밀양,2017-04,14.8,22.3,7.6,29.6,.5,20170430,20170403
288,밀양,2017-05,19.8,27.8,12.2,36.6,6.9,20170529,20170502
288,밀양,2017-06,23.2,30.6,17.3,36.1,13.1,20170618,20170604
288,밀양,2017-07,28.2,33.8,24,38.8,17.9,20170721,20170727
288,밀양,2017-08,27,32.8,22.3,39,15,20170806,20170831
